structId,sortId,name,description,area,category,skill,tier,tierName,completionPercent,skillRequirements,wikiNotes,classification
2616,225,Gain 10 Unique Items From Easy Clues,Gain 10 unique items from Easy Clue Scroll Reward Caskets,Global,Minigame,,2,Medium,,,,
2618,226,Gain 10 Unique Items From Beginner Clues,Gain 10 unique items from Beginner Clue Scroll Reward Caskets,Global,Minigame,,2,Medium,,,,
2619,227,Gain a Unique Item From a Hard Clue,Gain a unique item from a Hard Clue Scroll Reward Casket,Global,Minigame,,2,Medium,,,,
2622,228,Gain a Unique Item From a Medium Clue,Gain a unique item from a Medium Clue Scroll Reward Casket,Global,Minigame,,2,Medium,,,14%,
5431,229,Defeat an Adult Chromatic Dragon,"Defeat either an adult Green Dragon, Blue Dragon, Red Dragon or Black Dragon",Global,Combat,,2,Medium,,,,
2632,230,Defeat a Lesser Demon,Defeat a Lesser Demon,Global,Combat,,2,Medium,,,,
5456,231,1 Wintertodt Kill,Help the pyromancers subdue the Wintertodt,Kourend & Kebos,Skill,Firemaking,2,Medium,,,1.4%,
5956,232,10 Wintertodt Kills,Help the pyromancers subdue the Wintertodt 10 times,Kourend & Kebos,Skill,Firemaking,2,Medium,,,,
5957,233,25 Wintertodt Kills,Help the pyromancers subdue the Wintertodt 25 times,Kourend & Kebos,Skill,Firemaking,2,Medium,,,,
5457,234,50 Wintertodt Kills,Help the pyromancers subdue the Wintertodt 50 times,Kourend & Kebos,Skill,Firemaking,2,Medium,,,,
5468,235,Complete 1 Farming Contract,Complete a Farming Contract for Guildmaster Jane in the Farming Guild,Kourend & Kebos,Skill,Farming,2,Medium,,,,
5958,236,Complete 10 Farming Contracts,Complete 10 Farming Contracts for Guildmaster Jane in the Farming Guild,Kourend & Kebos,Skill,Farming,2,Medium,,,,
5469,237,Complete 50 Farming Contracts,Complete 50 Farming Contracts for Guildmaster Jane in the Farming Guild,Kourend & Kebos,Skill,Farming,2,Medium,,,,
2638,238,Equip a Piece of a Mystic Set,Equip any piece of any Mystic robe set,Global,Combat,Magic,2,Medium,,,0.2%,
5493,239,Plant 100 Golovanova Seeds,Plant 100 Golovanova seeds in the Tithe Farm minigame,Kourend & Kebos,Skill,Farming,2,Medium,,,,
5496,240,Enter the Farming Guild,Enter the Farming Guild in the Kebos Lowlands,Kourend & Kebos,Skill,Farming,2,Medium,,,,
5499,241,Serve 20 Stews in the Mess Hall,"Make and serve 20 stews in the Mess Hall in Hosidius, whilst having at least 30% appreciation",Kourend & Kebos,Skill,Cooking,2,Medium,,,,
5501,242,Activate Smite,Activate Smite in your prayer book,Global,Skill,Prayer,2,Medium,,,1.6%,
5502,243,Pickpocket a Master Farmer,Successfully pickpocket from a master farmer,Global,Skill,Thieving,2,Medium,,,,
5503,244,Enter the Woodcutting Guild,Enter the Woodcutting Guild in Hosidius,Kourend & Kebos,Skill,Woodcutting,2,Medium,,,,
5534,245,25 Superior Slayer Encounters,Defeat 25 superior foes while on a Slayer Task,Global,Combat,,2,Medium,,,,
5535,246,75 Superior Slayer Encounters,Defeat 75 superior foes while on a Slayer Task,Global,Combat,,2,Medium,,,,
5536,247,100 Superior Slayer Encounters,Defeat 100 superior foes while on a Slayer Task,Global,Combat,,2,Medium,,,,
5959,248,50 Lizardmen Shaman Kills,Help the Shayzien House by killing 50 Lizardmen shamans,Kourend & Kebos,Combat,,2,Medium,,,,
5960,249,150 Lizardmen Shaman Kills,Help the Shayzien House by killing 150 Lizardmen shamans,Kourend & Kebos,Combat,,2,Medium,,,,
5961,250,300 Lizardmen Shaman Kills,Help the Shayzien House by killing 300 Lizardmen shamans,Kourend & Kebos,Combat,,2,Medium,,,1.7%,
2643,251,Reach a Prayer Bonus of 15,Equip enough item to reach a Prayer bonus of 15 or more,Global,Combat,Prayer,2,Medium,,,,
5627,252,Kourend and Kebos Medium Diary Tasks,Complete all tasks in the medium tier of the Kourend and Kebos achievement diary,Kourend & Kebos,Achievement,,2,Medium,,,,
5965,253,Open 10 Grubby Chests,Open the grubby chest in the Forthos Dungeon 10 times,Kourend & Kebos,Combat,,2,Medium,,,,
5966,254,Open 25 Grubby Chests,Open the grubby chest in the Forthos Dungeon 25 times,Kourend & Kebos,Combat,,2,Medium,,,,
5639,255,Steal 30 Artefacts,Steal 30 artefacts for Captain Khaled in Piscarilius,Kourend & Kebos,Skill,Thieving,2,Medium,,,,
5653,256,75 Easy Clue Scrolls,Open 75 Reward caskets for completing easy clue scrolls,Global,Minigame,,2,Medium,,,,
5654,257,150 Easy Clue Scrolls,Open 150 Reward caskets for completing easy clue scrolls,Global,Minigame,,2,Medium,,,,
5659,258,25 Medium Clue Scrolls,Open 25 Reward caskets for completing medium clue scrolls,Global,Minigame,,2,Medium,,,,
5660,259,75 Medium Clue Scrolls,Open 75 Reward caskets for completing medium clue scrolls,Global,Minigame,,2,Medium,,,,
5661,260,150 Medium Clue Scrolls,Open 150 Reward caskets for completing medium clue scrolls,Global,Minigame,,2,Medium,,,,
5665,261,1 Hard Clue Scroll,Open a Reward casket for completing a hard clue scroll,Global,Minigame,,2,Medium,,,44%,
5666,262,25 Hard Clue Scrolls,Open 25 Reward caskets for completing hard clue scrolls,Global,Minigame,,2,Medium,,,12%,
5672,263,1 Elite Clue Scroll,Open a Reward casket for completing an elite clue scroll,Global,Minigame,,2,Medium,,,,
5696,264,Equip Tier 5 Shayzien Armour,Equip a full set of tier 5 Shayzien armour,Kourend & Kebos,Other,Defence,2,Medium,,,39%,
5698,265,Equip Xeric's Talisman,Obtain and equip Xeric's talisman,Kourend & Kebos,Combat,,2,Medium,,,,
5700,266,Obtain the Temple Key,Obtain the Temple key in the Forthos Dungeon,Kourend & Kebos,Combat,,2,Medium,,,,
5701,267,Purchase Gricoller's Can,Purchase Gricoller's can from the Tithe Farm minigame,Kourend & Kebos,Minigame,,2,Medium,,,,
5702,268,Purchase a Seed Box,Purchase a Seed box from the Tithe Farm minigame,Kourend & Kebos,Minigame,,2,Medium,,,,
5706,269,Equip a Pearl Fishing Rod,"Equip a Pearl fishing rod, purchased from Alry on Molch Island",Kourend & Kebos,Skill,,2,Medium,,,13%,
5707,270,Equip a Pearl Barbarian Rod,"Equip a Pearl barbarian rod, purchased from Alry on Molch Island",Kourend & Kebos,Skill,,2,Medium,,,,
2644,271,Bury Some Wyvern or Dragon Bones,Bury either some Wyvern Bones or some Dragon Bones,Global,Combat,Prayer,2,Medium,,,,
2651,272,Achieve Your First Level 30,Reach level 30 in any skill,Global,Skill,,2,Medium,,,,
2652,273,Achieve Your First Level 40,Reach level 40 in any skill,Global,Skill,,2,Medium,,,,
2653,274,Achieve Your First Level 50,Reach level 50 in any skill,Global,Skill,,2,Medium,,,,
2662,275,Reach Total Level 750,Reach a Total Level of 750,Global,Skill,,2,Medium,,,,
2663,276,Reach Total Level 1000,Reach a Total Level of 1000,Global,Skill,,2,Medium,,,,
2664,277,Reach Total Level 1250,Reach a Total Level of 1250,Global,Skill,,2,Medium,,,,
2671,278,Reach Base Level 5,Reach level 5 in every skill,Global,Skill,,2,Medium,,,,
2672,279,Reach Base Level 10,Reach level 10 in every skill,Global,Skill,,2,Medium,,,,
2673,280,Reach Base Level 20,Reach level 20 in every skill,Global,Skill,,2,Medium,,,,
2674,281,Reach Base Level 30,Reach level 30 in every skill,Global,Skill,,2,Medium,,,,
2675,282,Reach Base Level 40,Reach level 40 in every skill,Global,Skill,,2,Medium,,,94%,
2676,283,Reach Base Level 50,Reach level 50 in every skill,Global,Skill,,2,Medium,,,88%,
1767,284,Pickpocket a Guard,Pickpocket a Guard,Global,Skill,Thieving,2,Medium,,,47%,
4822,285,Obtain 800 Coins From Coin Pouches At Once,Open a stack of Coin Pouches and obtain at least 800 Coins,Global,Skill,Thieving,2,Medium,,,40%,
1769,286,Pickpocket a Ranarr Seed,Pickpocket a Ranarr Seed from a Master Farmer,Global,Skill,Thieving,2,Medium,,,40%,
1774,287,Harvest an Irit Leaf,Harvest an Irit Leaf from any Herb patch,Global,Skill,Farming,2,Medium,,,17%,
1775,288,Fill a Bucket With Supercompost,Fill a Bucket with Supercompost from a Compost Bin,Global,Skill,Farming,2,Medium,,,16%,
4823,289,Check a grown Fruit Tree,Check the health of any Fruit Tree you've grown,Global,Skill,Farming,2,Medium,,,48%,
1783,290,Chop 100 Willow Logs,Chop 100 Willow Logs from Willow Trees,Global,Skill,Woodcutting,2,Medium,,,,
4827,291,Chop Some Logs With a Rune Axe,Chop any kind of logs using a Rune Axe,Global,Skill,Woodcutting,2,Medium,,,,
1785,292,Build a Waka Canoe,Build a Waka Canoe,Global,Skill,Woodcutting,2,Medium,,,,
1790,293,Ferment 100 Jugs of Wine,Successfully ferment 100 Jugs of Wine,Global,Skill,Cooking,2,Medium,,,,
1791,294,Cook 100 Lobsters,Cook 100 Raw Lobsters,Global,Skill,Cooking,2,Medium,,,,
1792,295,Make a Pineapple Pizza,Make a Pineapple Pizza,Global,Skill,Cooking,2,Medium,,,,
1797,296,Mine 50 Iron Ore,Mine 50 Iron Ore,Global,Skill,Mining,2,Medium,,,,
1798,297,Mine some Ore With a Rune Pickaxe,Mine any ore using a Rune Pickaxe,Global,Skill,Mining,2,Medium,,,,
1799,298,Obtain a Clue Geode While Mining,Obtain any kind of clue geode whilst mining a rock,Global,Skill,Mining,2,Medium,,,,
5939,299,Fletch a Willow Shortbow (u),Fletch a Willow Shortbow (u),Global,Skill,Fletching,2,Medium,,,77%,
1805,300,Create a Mithril Grapple,Create a Mithril Grapple,Global,Skill,Fletching,2,Medium,,,75%,
1806,301,Fletch some Broad Arrows or Bolts,Fletch either some Broad Arrows or some Broad Bolts,Global,Skill,Fletching,2,Medium,,,,
1813,302,Slay 250 Creatures,Slay 250 creatures whilst on a Slayer Task,Global,Combat,Slayer,2,Medium,,,,
1815,303,Defeat a Superior Slayer Creature,Defeat any Superior Slayer Creature,Global,Combat,Slayer,2,Medium,,,7.5%,
1827,304,Craft 100 Unpowered Orbs,Craft 100 Unpowered Orbs,Global,Skill,Crafting,2,Medium,,,3.4%,
1828,305,Craft an Emerald Ring,Craft an Emerald Ring,Global,Skill,Crafting,2,Medium,,,,
1829,306,Craft a Ruby Amulet,Craft a Ruby Amulet,Global,Skill,Crafting,2,Medium,,,,
1836,307,Catch 100 Lobsters,Catch 100 Raw Lobsters whilst Fishing,Global,Skill,Fishing,2,Medium,,,1.0%,
1837,308,Catch 50 Swordfish,Catch 50 Raw Swordfish whilst Fishing,Global,Skill,Fishing,2,Medium,,,0.8%,
1838,309,Catch 50 Salmon,Catch 50 Raw Salmon whilst Fishing,Global,Skill,Fishing,2,Medium,,,0.6%,
1843,310,"Smith 1,000 Mithril Dart Tips","Use an Anvil to smith 1,000 Mithril Dart Tips",Kharidian Desert,Skill,Smithing,2,Medium,,,13%,
1844,311,Smith a Steel Platebody,Use an Anvil to smith a Steel Platebody,Global,Skill,Smithing,2,Medium,,,12%,
1845,312,Smelt a Steel Bar,Use a Furnace to smelt a Steel Bar,Global,Skill,Smithing,2,Medium,,,11%,
1852,313,Build a Mahogany Portal,Build a Mahogany Portal in a Portal Chamber in your Player Owned House,Global,Skill,Construction,2,Medium,,,16%,
1853,314,Build an Oak Larder,Build an Oak Larder in a Kitchen in your Player Owned House,Global,Skill,Construction,2,Medium,,,3.5%,
1854,315,Fill a Medium STASH Unit,Build a Medium STASH unit and fill it with the relevant items,Global,Skill,Construction,2,Medium,,,1.0%,
1860,316,Craft 200 Essence Into Runes,Use Runecrafting Altars to craft 200 essence into runes of any type,Global,Skill,Runecraft,2,Medium,,,,
1861,317,Craft 4 Runes With 1 Essence,Use a Runecrafting Altar to craft 4 of any type of rune using a single essence,Global,Skill,Runecraft,2,Medium,,,6.6%,
1862,318,Craft Any Combination Rune,Use a Runecrafting Altar to craft any type of combination rune,Global,Skill,Runecraft,2,Medium,,,2.1%,
1867,319,Burn 100 Willow Logs,Burn 100 Willow Logs,Global,Skill,Firemaking,2,Medium,,,,
1868,320,Equip a Harpie Bug Lantern,Equip a Harpie Bug Lantern,Global,Skill,Firemaking,2,Medium,,,,
1869,321,Light a Bullseye Lantern,Light a Bullseye Lantern,Global,Skill,Firemaking,2,Medium,,,,
1874,322,"Equip full Graahk, Larupia or Kyatt","Equip a full set of Graahk, Larupia or Kyatt attire",Global,Skill,Hunter,2,Medium,,,7.1%,
1875,323,Catch a Swamp Lizard or Salamander,Catch either a Swamp Lizard or any kind of Salamander,Global,Skill,Hunter,2,Medium,,,3.2%,
1876,324,Catch a Butterfly,Catch any butterfly,Global,Skill,Hunter,2,Medium,,,93%,
1880,325,Use the Protect from Melee Prayer,Use the Protect from Melee prayer,Global,Combat,Prayer,2,Medium,,,,
1882,326,Complete 50 Laps of a Rooftop Agility Course,Complete 50 laps of any Rooftop Agility Course,Global,Skill,Agility,2,Medium,,,9.5%,
1887,327,Make 30 Prayer Potions,Make 30 Prayer Potions,Global,Skill,Herblore,2,Medium,,,0.7%,
1888,328,Clean a Grimy Avantoe,Clean a Grimy Avantoe,Global,Skill,Herblore,2,Medium,,,6.2%,
4831,329,Make a 4 dose potion,Make a 4 dose potion that was originally supposed to be a 3 dose potion,Global,Skill,Herblore,2,Medium,,,5.0%,
1896,330,Reach Combat Level 50,Reach Combat Level 50,Global,Combat,,2,Medium,,,4.2%,
1897,331,Reach Combat Level 75,Reach Combat Level 75,Global,Combat,,2,Medium,,,3.8%,
1903,332,Perform a Special Attack,Perform any special attack,Global,Combat,,2,Medium,,,15%,
1906,333,Equip an Adamant Weapon,Equip any Adamant weapon,Global,Combat,Attack,2,Medium,,,7.7%,
1907,334,Equip a Rune Weapon,Equip any Rune weapon,Global,Combat,Attack,2,Medium,,,20%,
1911,335,Equip a Full Adamant Set,"Equip an Adamant Platebody, a Adamant Full Helm and either some Adamant Platelegs or an Adamant Plateskirt",Global,Combat,Defence,2,Medium,,,<0.1%,
1912,336,Equip a Full Rune Set,"Equip a Rune Platebody, a Rune Full Helm and either some Rune Platelegs or a Rune Plateskirt",Global,Combat,Defence,2,Medium,,,<0.1%,
1915,337,Equip a Full Green Dragonhide Set,"Equip a Green Dragonhide Body, some Green Dragonhide Chaps and some Green Dragonhide Vambraces",Global,Combat,Ranged,2,Medium,,,11%,
1916,338,Equip a Full Blue Dragonhide Set,"Equip a Blue Dragonhide Body, some Blue Dragonhide Chaps and some Blue Dragonhide Vambraces",Global,Combat,Ranged,2,Medium,,,5.5%,
1917,339,Equip a Full Red Dragonhide Set,"Equip a Red Dragonhide Body, some Red Dragonhide Chaps and some Red Dragonhide Vambraces",Global,Combat,Ranged,2,Medium,,,2.9%,
1920,340,Equip a Yew Shortbow,Equip a Yew Shortbow,Global,Combat,Ranged,2,Medium,,,1.1%,
1925,341,Teleport Using Law Runes,Cast any teleport spell that uses Law Runes,Global,Skill,Magic,2,Medium,,,26%,
1926,342,Equip an Elemental Battlestaff or Mystic Staff,Equip either an elemental battlestaff or an elemental mystic staff,Global,Combat,Magic,2,Medium,,,3.1%,
1927,343,Cast a Blast Spell,Cast any blast spell,Global,Combat,Magic,2,Medium,,,0.8%,
1928,344,Cast High Level Alchemy,Cast the High Level Alchemy spell,Global,Skill,Magic,2,Medium,,,,
4832,345,Dismantle 20 Filled Bird Houses,Dismantle 20 filled Bird Houses on Fossil Island,Misthalin,Skill,Hunter,2,Medium,,,,
4834,346,Set up a Yew Bird House,Set up a Yew Bird House on Fossil Island,Misthalin,Skill,Hunter,2,Medium,,,,
4838,347,Catch 50 Implings in Puro-Puro,Catch 50 Implings in Puro-Puro,Misthalin,Minigame,Hunter,2,Medium,,,,
1941,348,Complete a Volcanic Mine Game,Complete a Volcanic Mine game on Fossil Island,Misthalin,Minigame,Mining,2,Medium,,,,
1945,349,Enter the Cooks' Guild,Enter the Cooks' Guild west of Varrock,Misthalin,Skill,Cooking,2,Medium,,,,
1949,350,Pickpocket a Varrock Guard,Pickpocket any Varrock Guard,Misthalin,Skill,Thieving,2,Medium,,,,
1952,351,Pickpocket a Bullseye Lantern From a Cave Goblin,Pickpocket a Bullseye Lantern from a Cave Goblin,Misthalin,Skill,Thieving,2,Medium,,,,
4843,352,Complete 10 Laps of the Draynor Agility Course,Complete 10 laps of the Draynor Rooftop Agility Course,Misthalin,Skill,Agility,2,Medium,,,,
1957,353,Craft 50 Cosmic Runes,Craft 50 Cosmic Runes from Essence at the Cosmic Altar from Essence,Misthalin,Skill,Runecraft,2,Medium,,,,
1958,354,Use Enriched Bones on the Strange Machine,Use Enriched Bones on the Strange Machine on Fossil Island,Misthalin,Skill,Prayer,2,Medium,,,,
4845,355,Chop a Sulliuscep Cap,Chop a Sulliuscep Cap on Fossil Island,Misthalin,Skill,Woodcutting,2,Medium,,,,
1961,356,Defeat a Fossil Island Wyvern,Defeat any type of Wyvern on Fossil Island,Misthalin,Combat,Slayer,2,Medium,,,,
1965,357,Defeat a Wall Beast,Defeat a Wall Beast in the Lumbridge Swamp Caves,Misthalin,Combat,Slayer,2,Medium,,,<0.1%,
1966,358,Defeat Obor,Defeat Obor in Edgeville Dungeon,Misthalin,Combat,,2,Medium,,,<0.1%,
1970,359,Defeat Bryophyta,Defeat Bryophyta in Varrock Sewers,Misthalin,Combat,,2,Medium,,,47%,
4846,360,Equip a Dorgeshuun Crossbow,Equip a Dorgeshuun Crossbow,Misthalin,Combat,,2,Medium,,,57%,
1983,361,Complete the Medium Lumbridge & Draynor Diary,Complete all of the medium tasks in the Lumbridge & Draynor Achievement Diary,Misthalin,Achievement,,2,Medium,,,5.7%,
1987,362,Equip Some Mithril Gloves,Equip a pair of Mithril Gloves,Misthalin,Quest,,2,Medium,,,0.4%,
1989,363,Complete The Lost Tribe,Complete The Lost Tribe quest,Asgarnia,Quest,,2,Medium,,,100%,
1990,364,Travel to Fossil Island,Take the Museum Barge to Fossil Island,Misthalin,Other,,2,Medium,,,100%,
1991,365,Complete Death to the Dorgeshuun,Complete the Death to the Dorgeshuun quest,Asgarnia,Quest,,2,Medium,,,98%,
1993,366,Complete Demon Slayer,Complete the Demon Slayer quest,Misthalin,Quest,Slayer,2,Medium,,,97%,
2002,367,Use a Fairy Ring,Use any Fairy Ring,Misthalin,Other,,2,Medium,,,67%,
2003,368,Use a Digsite Pendant to Teleport to Fossil Island,Use a Digsite Pendant to teleport to Fossil Island,Misthalin,Other,,2,Medium,,,95%,
2005,369,Complete a Soul's Bane,Complete the A Soul's Bane quest,Misthalin,Quest,,2,Medium,,,85%,
2008,370,Cook a Rabbit in Tirannwn,Cook a Rabbit anywhere within Tirannwn,Tirannwn,Skill,Cooking,2,Medium,,,65%,
4851,371,Check a grown Papaya Tree in Lletya,Check the health of a Papaya Tree you've grown in Lletya,Tirannwn,Skill,Farming,2,Medium,,,30%,
2015,372,Cross a Trap in Isafdar,Successfully cross any kind of trap in Isafdar,Tirannwn,Skill,Agility,2,Medium,,,58%,
2019,373,Craft 50 Death Runes,Craft 50 Death Runes from Essence at the Death Altar,Tirannwn,Skill,Runecraft,2,Medium,,,48%,
2021,374,Move Your House to Prifddinas,Move your Player Owned House to Prifddinas,Tirannwn,Skill,Construction,2,Medium,,,33%,
2023,375,Defeat an Elf in Tirannwn,Defeat an Elf in Tirannwn,Tirannwn,Combat,,2,Medium,,,13%,
2058,376,Use the Bank in Lletya,Use the Bank in Lletya,Tirannwn,Other,,2,Medium,,,16%,
2059,377,Use an Elven Teleport Crystal,Use an Elven Teleport Crystal,Tirannwn,Other,,2,Medium,,,1.6%,
2066,378,Talk to Ilfeen in Tirannwn,Talk to Ilfeen in Tirannwn,Tirannwn,Other,,2,Medium,,,21%,
4870,379,Move Your House to Rellekka,Move your Player Owned House to Rellekka,Fremennik Province,Skill,Construction,2,Medium,,,9.2%,
2076,380,Complete the Penguin Agility Course,Complete a lap of the Penguin Agility Course,Fremennik Province,Skill,Agility,2,Medium,,,31%,
2079,381,Catch a Snowy Knight,Catch a Snowy Knight,Fremennik Province,Skill,Hunter,2,Medium,,,7.3%,
2081,382,Unlock Free Use of the Blast Furnace,Unlock free use of the Keldagrim Blast Furnace by speaking with the Foreman,Fremennik Province,Minigame,Smithing,2,Medium,,,98%,
2091,383,Defeat a Kurask in the Fremennik Province,Defeat a Kurask in the Fremennik Province,Fremennik Province,Combat,Slayer,2,Medium,,,44%,
2095,384,Equip a Granite Shield,Equip a Granite Shield,Global,Combat,,2,Medium,,,22%,
2100,385,Equip a Brine Sabre,Equip a Brine Sabre,Fremennik Province,Combat,Attack,2,Medium,,,95%,
2103,386,Defeat a Dagannoth in the Fremennik Province,Defeat a Dagannoth in the Fremennik Province,Fremennik Province,Combat,,2,Medium,,,84%,
2108,387,Equip a Helm of Neitiznot,Equip a Helm of Neitiznot,Fremennik Province,Combat,,2,Medium,,,95%,
2111,388,Defeat a Turoth in the Fremennik Province,Defeat a Turoth in the Fremennik Province,Fremennik Province,Combat,Slayer,2,Medium,,,78%,
2116,389,Defeat a Jelly in the Fremennik Province,Defeat a Jelly in the Fremennik Province,Fremennik Province,Combat,Slayer,2,Medium,,,75%,
4883,390,Equip a Leaf-Bladed Sword,Equip a Leaf-Bladed Sword,Global,Combat,,2,Medium,,,89%,
2129,391,Complete the Medium Fremennik Diary,Complete all of the medium tasks in the Fremennik Achievement Diary,Fremennik Province,Achievement,,2,Medium,,,79%,
2132,392,Deposit an Item Using Peer the Seer,Deposit an item into your Bank using Peer the Seer,Fremennik Province,Other,,2,Medium,,,44%,
2133,393,Complete Throne of Miscellania,Complete the Throne of Miscellania quest,Fremennik Province,Quest,,2,Medium,,,60%,
2137,394,Use the Bank on Jatizso,Use the Bank on Jatizso,Fremennik Province,Other,,2,Medium,,,28%,
2138,395,Complete Royal Trouble,Complete the Royal Trouble quest,Fremennik Province,Quest,,2,Medium,,,7.7%,
2139,396,Use the Bank on Neitiznot,Use the Bank on Neitiznot,Fremennik Province,Other,,2,Medium,,,26%,
2140,397,Complete Olaf's Quest,Complete Olaf's Quest,Fremennik Province,Quest,,2,Medium,,,19%,
2141,398,Use the Bank on Lunar Isle,Use the Bank on Lunar Isle,Fremennik Province,Other,,2,Medium,,,36%,
2144,399,Buy a Snapdragon From Pirate Jackie the Fruit,Buy a Snapdragon From Pirate Jackie the Fruit in Brimhaven,Karamja,Minigame,Agility,2,Medium,,,86%,
2150,400,Catch a Salmon on Karamja,Catch a Salmon on Karamja,Karamja,Skill,Fishing,2,Medium,,,41%,
2153,401,Craft 50 Nature Runes,Craft 50 Nature Runes from Essence at the Nature Altar,Karamja,Skill,Runecraft,2,Medium,,,97%,
2178,402,Defeat a Steel Dragon on Karamja,Defeat a Steel Dragon on Karamja,Karamja,Combat,,2,Medium,,,23%,
2180,403,Complete the Medium Karamja Diary,Complete all of the medium tasks in the Karamja Achievement Diary,Karamja,Achievement,,2,Medium,,,84%,
2184,404,Enter the Tai Bwo Wannai Hardwood Grove,Enter the Hardwood Grove in Tai Bwo Wannai,Karamja,Other,,2,Medium,,,56%,
2188,405,Equip a Matching Tribal Mask and Broodoo Shield,Equip a matching Tribal Mask and Broodoo Shield,Karamja,Combat,,2,Medium,,,85%,
2190,406,Equip a Full Tai Bwo Wannai Villager Set,Equip a full set of Tai Bwo Wannai villager clothing,Karamja,Other,,2,Medium,,,77%,
5953,407,Pickpocket a Knight of Ardougne 50 Times,Pickpocket a Knight of Ardougne 50 times,Kandarin,Skill,Thieving,2,Medium,,,49%,
2195,408,Complete the Barbarian Outpost Agility Course,Complete a lap of the Barbarian Outpost Agility Course,Kandarin,Skill,Agility,2,Medium,,,58%,
2199,409,Trap a Spined Larupia in the Feldip Hills,Trap a Spined Larupia in the Feldip Hills,Kandarin,Skill,Hunter,2,Medium,,,58%,
2201,410,Equip a Spottier Cape,Equip a Spottier Cape,Kandarin,Skill,Hunter,2,Medium,,,2.1%,
2202,411,Catch a Red Salamander,Catch a Red Salamander outside the Ourania Altar,Kandarin,Skill,Hunter,2,Medium,,,90%,
2203,412,Enter the Fishing Guild,Enter the Fishing Guild,Kandarin,Skill,Fishing,2,Medium,,,73%,
5141,413,Fletch 100 Maple Longbow (u) in Kandarin,Fletch 100 Maple Longbow (u) in Kandarin,Kandarin,Skill,Fletching,2,Medium,,,60%,
2209,414,Move Your House to Yanille,Move your Player Owned House to Yanille,Kandarin,Skill,Construction,2,Medium,,,65%,
5142,415,Check a grown Papaya Tree in the Gnome Stronghold,Check the health of a Papaya Tree you've grown in the Tree Gnome Stronghold,Kandarin,Skill,Farming,2,Medium,,,44%,
5144,416,Receive a Slayer Task From Nieve/Steve,Receive a Slayer Task from Nieve/Steve in the Tree Gnome Stronghold,Kandarin,Combat,Slayer,2,Medium,,,42%,
2213,417,Defeat a Mithril Dragon,Defeat a Mithril Dragon in the Ancient Cavern,Kandarin,Combat,,2,Medium,,,29%,
2217,418,Equip a Dragon Scimitar,Equip a Dragon Scimitar,Kandarin,Combat,,2,Medium,,,94%,
2219,419,Set Up a Dwarf Cannon,Set Up a Dwarf Cannon,Asgarnia,Combat,,2,Medium,,,81%,
2222,420,Enter the Ranging Guild,Enter the Ranging Guild,Kandarin,Combat,,2,Medium,,,39%,
2225,421,Enter the Wizards' Guild,Enter the Wizards' Guild in Yanille,Kandarin,Combat,,2,Medium,,,89%,
2229,422,Defeat a Bloodveld in Kandarin,Defeat a Bloodveld in Kandarin,Kandarin,Combat,Slayer,2,Medium,,,76%,
751,423,Defeat a Fire Giant in Kandarin,Defeat a Fire Giant in Kandarin,Kandarin,Combat,Slayer,2,Medium,,,41%,
2234,424,Use the Chivalry Prayer,Use the Chivalry prayer,Kandarin,Combat,,2,Medium,,,49%,
2243,425,Equip an Iban's Staff (u),Equip an Iban's Staff (u),Kandarin,Other,,2,Medium,,,49%,
2246,426,Win a Game of Castle Wars,Win a game of Castle Wars,Kandarin,Minigame,,2,Medium,,,89%,
2250,427,Complete Elemental Workshop I,Complete the Elemental Workshop I quest,Kandarin,Quest,,2,Medium,,,75%,
2252,428,Complete Elemental Workshop II,Complete the Elemental Workshop II quest,Kandarin,Quest,,2,Medium,,,41%,
2254,429,Complete the Observatory Quest,Complete the Observatory Quest,Kandarin,Quest,,2,Medium,,,25%,
2256,430,Defeat the Penance Queen,Defeat the Penance Queen in Barbarian Assault,Kandarin,Minigame,,2,Medium,,,24%,
2258,431,Equip an Ogre Forester Chompy Hat,Equip an Ogre Forester Chompy Hat,Kandarin,Combat,,2,Medium,,,18%,
2268,432,Complete the Medium Kandarin Diary,Complete all of the medium tasks in the Kandarin Achievement Diary,Kandarin,Achievement,,2,Medium,,,71%,
2272,433,Complete the Medium Western Provinces Diary,Complete all of the medium tasks in the Western Provinces Achievement Diary,Global,Achievement,,2,Medium,,,82%,
5152,434,Complete the Falador Agility Course,Complete a lap of the Falador Rooftop Agility Course,Asgarnia,Skill,Agility,2,Medium,,,90%,
5153,435,Obtain 20 Golden Nuggets,Obtain 20 Golden Nuggets from the Motherlode Mine beneath Falador,Asgarnia,Skill,Mining,2,Medium,,,56%,
2281,436,Enter the Crafting Guild,Enter the Crafting Guild,Asgarnia,Skill,Crafting,2,Medium,,,2.2%,
2283,437,Craft a Body Rune,Craft a Body Rune from Essence at the Body Altar,Asgarnia,Skill,Runecraft,2,Medium,,,79%,
2287,438,Harvest Any Herb at the Troll Stronghold,Harvest any herb you've grown at the Troll Stronghold,Asgarnia,Skill,Farming,2,Medium,,,0.8%,
2290,439,Defeat the Giant Mole,Defeat the Giant Mole beneath Falador,Asgarnia,Combat,,2,Medium,,,3.3%,
2295,440,Defeat a Skeletal Wyvern,Defeat a Skeletal Wyvern in the Asgarnian Ice Dungeon,Asgarnia,Combat,Slayer,2,Medium,,,0.3%,
2300,441,Equip Some Granite Legs,Equip some Granite Legs,Asgarnia,Combat,,2,Medium,,,4.2%,
